4.446792151936124426e+00,-9.645318071531826243e-02
4.446792151936124426e+00,-3.729153397106005352e-02
4.410001663588672294e+00,-3.359393104954391807e-02
4.387927370580201547e+00,-3.359393104954391807e-02
4.384248321745456423e+00,-2.989632812802777567e-02
4.376890224075966174e+00,-2.989632812802777567e-02
4.376890224075966174e+00,-2.989632812802777567e-02
4.373211175241221049e+00,-2.989632812802777567e-02
4.369532126406475925e+00,-2.989632812802777567e-02
4.373211175241221049e+00,-3.359393104954391807e-02
4.373211175241221049e+00,-2.989632812802777567e-02
4.373211175241221049e+00,-3.359393104954391807e-02
2.426994341661030230e+00,-1.260340040874473599e-01
-2.325218227924722922e-02,-1.445220186950280650e-01
-1.589408460975690746e-02,-1.112435924013828181e-01
-1.957313344450206660e-02,-1.075459894798666827e-01
-1.589408460975690746e-02,-1.112435924013828181e-01
-1.221503577501174484e-02,-1.149411953228989536e-01
-1.589408460975690746e-02,-1.149411953228989536e-01
-1.957313344450206660e-02,-1.075459894798666827e-01
-2.325218227924722922e-02,-1.112435924013828181e-01
-2.325218227924722922e-02,-1.112435924013828181e-01
-2.693123111399239183e-02,-1.075459894798666827e-01
-3.061027994873755098e-02,-1.038483865583505333e-01
-2.693123111399239183e-02,-1.038483865583505333e-01
4.277555905537846925e+00,-1.445220186950280650e-01
4.424717858927652792e+00,-8.905797487228599152e-02
4.421038810092907667e+00,-9.275557779380212697e-02
4.417359761258162543e+00,-9.275557779380212697e-02
4.413680712423417418e+00,-9.275557779380212697e-02
4.417359761258162543e+00,-8.905797487228599152e-02
4.410001663588672294e+00,-8.536037195076984219e-02
4.402643565919182045e+00,-9.275557779380212697e-02
4.413680712423417418e+00,-9.275557779380212697e-02
4.410001663588672294e+00,-8.905797487228599152e-02
4.406322614753927169e+00,-8.905797487228599152e-02
4.406322614753927169e+00,-8.536037195076984219e-02
2.246720948758517356e+00,-1.704052391456410132e-01
-3.796837761822787621e-02,-1.001507836368343979e-01
-3.428932878348271707e-02,-1.186387982444150890e-01
-2.693123111399239183e-02,-1.186387982444150890e-01
-3.428932878348271707e-02,-1.149411953228989536e-01
-3.428932878348271707e-02,-1.149411953228989536e-01
-3.061027994873755098e-02,-1.149411953228989536e-01
-3.428932878348271707e-02,-1.112435924013828181e-01
-3.428932878348271707e-02,-1.112435924013828181e-01
-3.796837761822787621e-02,-1.112435924013828181e-01
-3.796837761822787621e-02,-1.112435924013828181e-01
-4.164742645297303536e-02,-1.038483865583505333e-01
6.136594091989149014e-02,-1.038483865583505333e-01
4.325383540389533543e+00,-1.445220186950280650e-01
4.410001663588672294e+00,-8.905797487228599152e-02
4.406322614753927169e+00,-9.275557779380212697e-02
4.406322614753927169e+00,-8.905797487228599152e-02
4.398964517084436920e+00,-9.275557779380212697e-02
4.395285468249691796e+00,-9.275557779380212697e-02
4.391606419414946672e+00,-8.905797487228599152e-02
4.391606419414946672e+00,-8.905797487228599152e-02
4.387927370580201547e+00,-8.536037195076984219e-02
4.395285468249691796e+00,-8.905797487228599152e-02
4.395285468249691796e+00,-8.166276902925370673e-02
4.391606419414946672e+00,-8.536037195076984219e-02
2.769145883292330357e+00,-1.556148274595764713e-01
-4.532647528771820145e-02,-1.149411953228989536e-01
-4.900552412246336059e-02,-1.112435924013828181e-01
-4.532647528771820145e-02,-1.075459894798666827e-01
-4.532647528771820145e-02,-1.112435924013828181e-01
-4.532647528771820145e-02,-1.112435924013828181e-01
-4.164742645297303536e-02,-1.075459894798666827e-01
-3.796837761822787621e-02,-1.038483865583505333e-01
-4.532647528771820145e-02,-1.038483865583505333e-01
-4.532647528771820145e-02,-1.038483865583505333e-01
-4.532647528771820145e-02,-1.001507836368343979e-01
-4.900552412246336059e-02,-1.038483865583505333e-01
2.122069431444431331e-01,-1.001507836368343979e-01
4.332741638059023792e+00,-1.408244157735119295e-01
4.398964517084436920e+00,-9.275557779380212697e-02
4.391606419414946672e+00,-9.275557779380212697e-02
4.384248321745456423e+00,-8.905797487228599152e-02
4.384248321745456423e+00,-8.905797487228599152e-02
4.380569272910711298e+00,-8.905797487228599152e-02
4.380569272910711298e+00,-8.905797487228599152e-02
4.384248321745456423e+00,-8.166276902925370673e-02
4.380569272910711298e+00,-8.166276902925370673e-02
4.380569272910711298e+00,-8.166276902925370673e-02
4.373211175241221049e+00,-8.536037195076984219e-02
4.373211175241221049e+00,-8.536037195076984219e-02
2.566798197381346736e+00,-1.519172245380603359e-01
-5.636362179195368582e-02,-1.075459894798666827e-01
-5.636362179195368582e-02,-1.075459894798666827e-01
-5.268457295720852668e-02,-1.075459894798666827e-01
-4.900552412246336059e-02,-1.001507836368343979e-01
-4.532647528771820145e-02,-1.075459894798666827e-01
-4.532647528771820145e-02,-1.075459894798666827e-01
-4.532647528771820145e-02,-1.001507836368343979e-01
-4.900552412246336059e-02,-1.038483865583505333e-01
-5.636362179195368582e-02,-1.001507836368343979e-01
-5.636362179195368582e-02,-1.038483865583505333e-01
-5.636362179195368582e-02,-1.001507836368343979e-01
