Freq.	V(V1,V2)/I(R2)
Step Information: V=10p  (Run: 1/9)
4.16056056056055e+004	(8.53018462089292e+001dB,1.14014166511546e+002°)
4.16196196196195e+004	(8.52680930930982e+001dB,1.13545122020957e+002°)
4.16336336336336e+004	(8.52339389024419e+001dB,1.13087524246604e+002°)
4.16476476476476e+004	(8.51994323875561e+001dB,1.12641115893976e+002°)
4.16616616616616e+004	(8.51646193266843e+001dB,1.12205639322378e+002°)
4.16756756756756e+004	(8.51295426606214e+001dB,1.11780837334676e+002°)
4.16896896896896e+004	(8.50942426259015e+001dB,1.11366453879588e+002°)
4.17037037037036e+004	(8.50587568856105e+001dB,1.10962234672981e+002°)
4.17177177177176e+004	(8.50231206572873e+001dB,1.10567927744417e+002°)
4.17317317317316e+004	(8.49873668374935e+001dB,1.10183283914869e+002°)
4.17457457457457e+004	(8.49515261226909e+001dB,1.09808057211391e+002°)
4.17597597597597e+004	(8.49156271261726e+001dB,1.09442005224118e+002°)
4.17737737737737e+004	(8.48796964908615e+001dB,1.09084889410668e+002°)
4.17877877877877e+004	(8.48437589978272e+001dB,1.08736475352826e+002°)
4.18018018018017e+004	(8.48078376704565e+001dB,1.08396532969912e+002°)
4.18158158158157e+004	(8.47719538742305e+001dB,1.08064836693078e+002°)
4.18298298298297e+004	(8.47361274121144e+001dB,1.07741165604386e+002°)
4.18438438438438e+004	(8.47003766155965e+001dB,1.07425303544269e+002°)
4.18578578578578e+004	(8.46647184314299e+001dB,1.07117039190693e+002°)
4.18718718718718e+004	(8.46291685041653e+001dB,1.06816166113076e+002°)
4.18858858858858e+004	(8.45937412545732e+001dB,1.06522482803751e+002°)
4.18998998998998e+004	(8.45584499540645e+001dB,1.06235792689561e+002°)
4.19139139139138e+004	(8.45233067952419e+001dB,1.05955904125897e+002°)
4.19279279279278e+004	(8.44883229587069e+001dB,1.05682630375351e+002°)
4.19419419419419e+004	(8.44535086762668e+001dB,1.05415789572881e+002°)
4.19559559559559e+004	(8.44188732906778e+001dB,1.05155204679287e+002°)
4.19699699699699e+004	(8.43844253120734e+001dB,1.04900703424563e+002°)
4.19839839839839e+004	(8.43501724712172e+001dB,1.04652118242581e+002°)
4.19979979979979e+004	(8.43161217697313e+001dB,1.04409286198383e+002°)
4.20120120120119e+004	(8.42822795274311e+001dB,1.04172048909277e+002°)
4.20260260260259e+004	(8.42486514269170e+001dB,1.03940252460752e+002°)
4.20400400400400e+004	(8.42152425555533e+001dB,1.03713747318172e+002°)
4.20540540540540e+004	(8.41820574449677e+001dB,1.03492388235065e+002°)
4.20680680680680e+004	(8.41491001081993e+001dB,1.03276034158790e+002°)
4.20820820820820e+004	(8.41163740746260e+001dB,1.03064548134173e+002°)
4.20960960960960e+004	(8.40838824227783e+001dB,1.02857797205792e+002°)
4.21101101101100e+004	(8.40516278111667e+001dB,1.02655652319354e+002°)
4.21241241241240e+004	(8.40196125072273e+001dB,1.02457988222649e+002°)
4.21381381381380e+004	(8.39878384144888e+001dB,1.02264683366495e+002°)
4.21521521521521e+004	(8.39563070980691e+001dB,1.02075619805992e+002°)
4.21661661661661e+004	(8.39250198085872e+001dB,1.01890683102428e+002°)
4.21801801801801e+004	(8.38939775045917e+001dB,1.01709762226055e+002°)
4.21941941941941e+004	(8.38631808735848e+001dB,1.01532749460009e+002°)
4.22082082082081e+004	(8.38326303517273e+001dB,1.01359540305533e+002°)
4.22222222222221e+004	(8.38023261423040e+001dB,1.01190033388685e+002°)
4.22362362362361e+004	(8.37722682330197e+001dB,1.01024130368654e+002°)
4.22502502502502e+004	(8.37424564121977e+001dB,1.00861735847822e+002°)
4.22642642642642e+004	(8.37128902839486e+001dB,1.00702757283626e+002°)
4.22782782782782e+004	(8.36835692823653e+001dB,1.00547104902354e+002°)
4.22922922922922e+004	(8.36544926848122e+001dB,1.00394691614855e+002°)
4.23063063063062e+004	(8.36256596243551e+001dB,1.00245432934286e+002°)
4.23203203203202e+004	(8.35970691013910e+001dB,1.00099246895860e+002°)
4.23343343343342e+004	(8.35687199945218e+001dB,9.99560539786625e+001°)
4.23483483483483e+004	(8.35406110707227e+001dB,9.98157770295125e+001°)
4.23623623623623e+004	(8.35127409948442e+001dB,9.96783411888924e+001°)
4.23763763763763e+004	(8.34851083384946e+001dB,9.95436738189151e+001°)
4.23903903903903e+004	(8.34577115883352e+001dB,9.94117044333396e+001°)
4.24044044044043e+004	(8.34305491538302e+001dB,9.92823646295940e+001°)
4.24184184184183e+004	(8.34036193744814e+001dB,9.91555880227938e+001°)
4.24324324324323e+004	(8.33769205265804e+001dB,9.90313101817381e+001°)
4.24464464464464e+004	(8.33504508295110e+001dB,9.89094685668148e+001°)
4.24604604604604e+004	(8.33242084516282e+001dB,9.87900024698109e+001°)
4.24744744744744e+004	(8.32981915157386e+001dB,9.86728529555942e+001°)
4.24884884884884e+004	(8.32723981042104e+001dB,9.85579628056005e+001°)
4.25025025025024e+004	(8.32468262637337e+001dB,9.84452764631140e+001°)
4.25165165165164e+004	(8.32214740097555e+001dB,9.83347399802729e+001°)
4.25305305305304e+004	(8.31963393306091e+001dB,9.82263009667730e+001°)
4.25445445445444e+004	(8.31714201913544e+001dB,9.81199085402309e+001°)
4.25585585585585e+004	(8.31467145373509e+001dB,9.80155132781573e+001°)
4.25725725725725e+004	(8.31222202975819e+001dB,9.79130671714679e+001°)
4.25865865865865e+004	(8.30979353877377e+001dB,9.78125235795527e+001°)
4.26006006006005e+004	(8.30738577130822e+001dB,9.77138371868015e+001°)
4.26146146146145e+004	(8.30499851711132e+001dB,9.76169639605529e+001°)
4.26286286286285e+004	(8.30263156540254e+001dB,9.75218611104600e+001°)
4.26426426426425e+004	(8.30028470509970e+001dB,9.74284870491807e+001°)
4.26566566566566e+004	(8.29795772503031e+001dB,9.73368013543942e+001°)
4.26706706706706e+004	(8.29565041412724e+001dB,9.72467647320674e+001°)
4.26846846846846e+004	(8.29336256160951e+001dB,9.71583389809567e+001°)
4.26986986986986e+004	(8.29109395714901e+001dB,9.70714869583005e+001°)
4.27127127127126e+004	(8.28884439102463e+001dB,9.69861725466394e+001°)
4.27267267267266e+004	(8.28661365426366e+001dB,9.69023606217771e+001°)
4.27407407407406e+004	(8.28440153877232e+001dB,9.68200170217906e+001°)
4.27547547547547e+004	(8.28220783745534e+001dB,9.67391085170916e+001°)
4.27687687687687e+004	(8.28003234432571e+001dB,9.66596027814901e+001°)
4.27827827827827e+004	(8.27787485460506e+001dB,9.65814683642246e+001°)
4.27967967967967e+004	(8.27573516481544e+001dB,9.65046746629370e+001°)
4.28108108108107e+004	(8.27361307286293e+001dB,9.64291918975395e+001°)
4.28248248248247e+004	(8.27150837811355e+001dB,9.63549910849755e+001°)
4.28388388388387e+004	(8.26942088146228e+001dB,9.62820440148109e+001°)
4.28528528528528e+004	(8.26735038539529e+001dB,9.62103232256420e+001°)
4.28668668668668e+004	(8.26529669404609e+001dB,9.61398019822988e+001°)
4.28808808808808e+004	(8.26325961324584e+001dB,9.60704542538044e+001°)
4.28948948948948e+004	(8.26123895056829e+001dB,9.60022546920671e+001°)
4.29089089089088e+004	(8.25923451536978e+001dB,9.59351786112828e+001°)
4.29229229229228e+004	(8.25724611882442e+001dB,9.58692019680228e+001°)
4.29369369369368e+004	(8.25527357395506e+001dB,9.58043013419762e+001°)
4.29509509509509e+004	(8.25331669566003e+001dB,9.57404539173407e+001°)
4.29649649649649e+004	(8.25137530073627e+001dB,9.56776374648126e+001°)
4.29789789789789e+004	(8.24944920789878e+001dB,9.56158303241890e+001°)
4.29929929929929e+004	(8.24753823779694e+001dB,9.55550113875202e+001°)
4.30070070070069e+004	(8.24564221302763e+001dB,9.54951600828416e+001°)
4.30210210210209e+004	(8.24376095814570e+001dB,9.54362563584113e+001°)
4.30350350350349e+004	(8.24189429967161e+001dB,9.53782806674860e+001°)
4.30490490490489e+004	(8.24004206609683e+001dB,9.53212139535782e+001°)
4.30630630630630e+004	(8.23820408788683e+001dB,9.52650376362015e+001°)
4.30770770770770e+004	(8.23638019748209e+001dB,9.52097335970716e+001°)
4.30910910910910e+004	(8.23457022929708e+001dB,9.51552841667606e+001°)
4.31051051051050e+004	(8.23277401971749e+001dB,9.51016721117803e+001°)
4.31191191191190e+004	(8.23099140709584e+001dB,9.50488806220773e+001°)
4.31331331331330e+004	(8.22922223174548e+001dB,9.49968932989367e+001°)
4.31471471471470e+004	(8.22746633593329e+001dB,9.49456941432675e+001°)
4.31611611611611e+004	(8.22572356387103e+001dB,9.48952675442624e+001°)
4.31751751751751e+004	(8.22399376170544e+001dB,9.48455982684255e+001°)
4.31891891891891e+004	(8.22227677750735e+001dB,9.47966714489432e+001°)
4.32032032032031e+004	(8.22057246125981e+001dB,9.47484725753872e+001°)
4.32172172172171e+004	(8.21888066484518e+001dB,9.47009874837536e+001°)
4.32312312312311e+004	(8.21720124203148e+001dB,9.46542023468107e+001°)
4.32452452452451e+004	(8.21553404845801e+001dB,9.46081036647432e+001°)
4.32592592592592e+004	(8.21387894162022e+001dB,9.45626782560987e+001°)
4.32732732732732e+004	(8.21223578085395e+001dB,9.45179132490188e+001°)
4.32872872872872e+004	(8.21060442731921e+001dB,9.44737960727282e+001°)
4.33013013013012e+004	(8.20898474398337e+001dB,9.44303144493038e+001°)
4.33153153153152e+004	(8.20737659560392e+001dB,9.43874563856906e+001°)
4.33293293293292e+004	(8.20577984871088e+001dB,9.43452101659605e+001°)
4.33433433433432e+004	(8.20419437158878e+001dB,9.43035643438233e+001°)
4.33573573573573e+004	(8.20262003425842e+001dB,9.42625077353477e+001°)
4.33713713713713e+004	(8.20105670845834e+001dB,9.42220294119181e+001°)
4.33853853853853e+004	(8.19950426762596e+001dB,9.41821186934045e+001°)
4.33993993993993e+004	(8.19796258687874e+001dB,9.41427651415315e+001°)
4.34134134134133e+004	(8.19643154299496e+001dB,9.41039585534600e+001°)
4.34274274274273e+004	(8.19491101439453e+001dB,9.40656889555491e+001°)
4.34414414414413e+004	(8.19340088111961e+001dB,9.40279465973189e+001°)
4.34554554554553e+004	(8.19190102481517e+001dB,9.39907219455842e+001°)
4.34694694694694e+004	(8.19041132870958e+001dB,9.39540056787634e+001°)
4.34834834834834e+004	(8.18893167759503e+001dB,9.39177886813677e+001°)
4.34974974974974e+004	(8.18746195780808e+001dB,9.38820620386426e+001°)
4.35115115115114e+004	(8.18600205721014e+001dB,9.38468170313684e+001°)
4.35255255255254e+004	(8.18455186516803e+001dB,9.38120451308210e+001°)
4.35395395395394e+004	(8.18311127253457e+001dB,9.37777379938750e+001°)
4.35535535535534e+004	(8.18168017162921e+001dB,9.37438874582524e+001°)
4.35675675675675e+004	(8.18025845621876e+001dB,9.37104855379091e+001°)
4.35815815815815e+004	(8.17884602149826e+001dB,9.36775244185548e+001°)
4.35955955955955e+004	(8.17744276407187e+001dB,9.36449964533041e+001°)
4.36096096096095e+004	(8.17604858193390e+001dB,9.36128941584557e+001°)
4.36236236236235e+004	(8.17466337445000e+001dB,9.35812102093854e+001°)
4.36376376376375e+004	(8.17328704233846e+001dB,9.35499374365649e+001°)
4.36516516516515e+004	(8.17191948765162e+001dB,9.35190688216907e+001°)
4.36656656656656e+004	(8.17056061375751e+001dB,9.34885974939258e+001°)
4.36796796796796e+004	(8.16921032532153e+001dB,9.34585167262419e+001°)
4.36936936936936e+004	(8.16786852828845e+001dB,9.34288199318728e+001°)
4.37077077077076e+004	(8.16653512986437e+001dB,9.33995006608673e+001°)
4.37217217217216e+004	(8.16521003849908e+001dB,9.33705525967304e+001°)
4.37357357357356e+004	(8.16389316386843e+001dB,9.33419695531692e+001°)
4.37497497497496e+004	(8.16258441685697e+001dB,9.33137454709230e+001°)
4.37637637637637e+004	(8.16128370954071e+001dB,9.32858744146838e+001°)
4.37777777777777e+004	(8.15999095517015e+001dB,9.32583505701059e+001°)
4.37917917917917e+004	(8.15870606815339e+001dB,9.32311682408905e+001°)
4.38058058058057e+004	(8.15742896403958e+001dB,9.32043218459557e+001°)
4.38198198198197e+004	(8.15615955950243e+001dB,9.31778059166839e+001°)
4.38338338338337e+004	(8.15489777232397e+001dB,9.31516150942442e+001°)
4.38478478478477e+004	(8.15364352137853e+001dB,9.31257441269888e+001°)
4.38618618618617e+004	(8.15239672661688e+001dB,9.31001878679146e+001°)
4.38758758758758e+004	(8.15115730905059e+001dB,9.30749412722048e+001°)
4.38898898898898e+004	(8.14992519073659e+001dB,9.30499993948232e+001°)
4.39039039039038e+004	(8.14870029476195e+001dB,9.30253573881845e+001°)
4.39179179179178e+004	(8.14748254522876e+001dB,9.30010104998849e+001°)
4.39319319319318e+004	(8.14627186723940e+001dB,9.29769540704821e+001°)
4.39459459459458e+004	(8.14506818688176e+001dB,9.29531835313578e+001°)
4.39599599599598e+004	(8.14387143121494e+001dB,9.29296944026085e+001°)
4.39739739739739e+004	(8.14268152825487e+001dB,9.29064822910173e+001°)
4.39879879879879e+004	(8.14149840696037e+001dB,9.28835428880631e+001°)
4.40020020020019e+004	(8.14032199721920e+001dB,9.28608719679898e+001°)
4.40160160160159e+004	(8.13915222983448e+001dB,9.28384653859223e+001°)
4.40300300300299e+004	(8.13798903651118e+001dB,9.28163190760351e+001°)
4.40440440440439e+004	(8.13683234984288e+001dB,9.27944290497636e+001°)
4.40580580580579e+004	(8.13568210329865e+001dB,9.27727913940718e+001°)
4.40720720720720e+004	(8.13453823121017e+001dB,9.27514022697503e+001°)
4.40860860860860e+004	(8.13340066875908e+001dB,9.27302579097713e+001°)
4.41001001001000e+004	(8.13226935196438e+001dB,9.27093546176761e+001°)
4.41141141141140e+004	(8.13114421767016e+001dB,9.26886887660147e+001°)
4.41281281281280e+004	(8.13002520353340e+001dB,9.26682567948140e+001°)
4.41421421421420e+004	(8.12891224801207e+001dB,9.26480552100895e+001°)
4.41561561561560e+004	(8.12780529035326e+001dB,9.26280805823996e+001°)
4.41701701701701e+004	(8.12670427058163e+001dB,9.26083295454283e+001°)
4.41841841841841e+004	(8.12560912948796e+001dB,9.25887987946080e+001°)
4.41981981981981e+004	(8.12451980861784e+001dB,9.25694850857781e+001°)
4.42122122122121e+004	(8.12343625026066e+001dB,9.25503852338732e+001°)
4.42262262262261e+004	(8.12235839743861e+001dB,9.25314961116478e+001°)
4.42402402402401e+004	(8.12128619389595e+001dB,9.25128146484300e+001°)
4.42542542542541e+004	(8.12021958408843e+001dB,9.24943378289082e+001°)
4.42682682682681e+004	(8.11915851317286e+001dB,9.24760626919470e+001°)
4.42822822822822e+004	(8.11810292699683e+001dB,9.24579863294302e+001°)
4.42962962962962e+004	(8.11705277208858e+001dB,9.24401058851368e+001°)
4.43103103103102e+004	(8.11600799564712e+001dB,9.24224185536406e+001°)
4.43243243243242e+004	(8.11496854553233e+001dB,9.24049215792392e+001°)
4.43383383383382e+004	(8.11393437025540e+001dB,9.23876122549037e+001°)
4.43523523523522e+004	(8.11290541896928e+001dB,9.23704879212641e+001°)
4.43663663663662e+004	(8.11188164145937e+001dB,9.23535459656081e+001°)
4.43803803803803e+004	(8.11086298813428e+001dB,9.23367838209118e+001°)
4.43943943943943e+004	(8.10984941001681e+001dB,9.23201989648899e+001°)
4.44084084084083e+004	(8.10884085873500e+001dB,9.23037889190710e+001°)
4.44224224224223e+004	(8.10783728651337e+001dB,9.22875512478907e+001°)
4.44364364364363e+004	(8.10683864616428e+001dB,9.22714835578111e+001°)
4.44504504504503e+004	(8.10584489107944e+001dB,9.22555834964614e+001°)
4.44644644644643e+004	(8.10485597522150e+001dB,9.22398487517930e+001°)
4.44784784784784e+004	(8.10387185311585e+001dB,9.22242770512607e+001°)
4.44924924924924e+004	(8.10289247984251e+001dB,9.22088661610186e+001°)
4.45065065065064e+004	(8.10191781102812e+001dB,9.21936138851408e+001°)
4.45205205205204e+004	(8.10094780283813e+001dB,9.21785180648508e+001°)
4.45345345345344e+004	(8.09998241196901e+001dB,9.21635765777803e+001°)
4.45485485485484e+004	(8.09902159564068e+001dB,9.21487873372361e+001°)
4.45625625625624e+004	(8.09806531158905e+001dB,9.21341482914865e+001°)
4.45765765765765e+004	(8.09711351805856e+001dB,9.21196574230684e+001°)
4.45905905905905e+004	(8.09616617379502e+001dB,9.21053127481040e+001°)
4.46046046046045e+004	(8.09522323803840e+001dB,9.20911123156356e+001°)
4.46186186186185e+004	(8.09428467051584e+001dB,9.20770542069796e+001°)
4.46326326326325e+004	(8.09335043143473e+001dB,9.20631365350886e+001°)
4.46466466466465e+004	(8.09242048147587e+001dB,9.20493574439300e+001°)
4.46606606606605e+004	(8.09149478178680e+001dB,9.20357151078850e+001°)
4.46746746746745e+004	(8.09057329397523e+001dB,9.20222077311486e+001°)
4.46886886886886e+004	(8.08965598010246e+001dB,9.20088335471577e+001°)
4.47027027027026e+004	(8.08874280267708e+001dB,9.19955908180192e+001°)
4.47167167167166e+004	(8.08783372464865e+001dB,9.19824778339589e+001°)
4.47307307307306e+004	(8.08692870940149e+001dB,9.19694929127818e+001°)
4.47447447447446e+004	(8.08602772074862e+001dB,9.19566343993380e+001°)
4.47587587587586e+004	(8.08513072292572e+001dB,9.19439006650112e+001°)
4.47727727727726e+004	(8.08423768058530e+001dB,9.19312901072075e+001°)
4.47867867867867e+004	(8.08334855879082e+001dB,9.19188011488631e+001°)
4.48008008008007e+004	(8.08246332301097e+001dB,9.19064322379620e+001°)
4.48148148148147e+004	(8.08158193911412e+001dB,9.18941818470583e+001°)
4.48288288288287e+004	(8.08070437336268e+001dB,9.18820484728166e+001°)
4.48428428428427e+004	(8.07983059240771e+001dB,9.18700306355581e+001°)
4.48568568568567e+004	(8.07896056328353e+001dB,9.18581268788162e+001°)
4.48708708708707e+004	(8.07809425340243e+001dB,9.18463357689048e+001°)
4.48848848848848e+004	(8.07723163054948e+001dB,9.18346558944944e+001°)
4.48988988988988e+004	(8.07637266287738e+001dB,9.18230858661956e+001°)
4.49129129129128e+004	(8.07551731890146e+001dB,9.18116243161519e+001°)
4.49269269269268e+004	(8.07466556749469e+001dB,9.18002698976471e+001°)
4.49409409409408e+004	(8.07381737788278e+001dB,9.17890212847100e+001°)
4.49549549549548e+004	(8.07297271963939e+001dB,9.17778771717397e+001°)
4.49689689689688e+004	(8.07213156268140e+001dB,9.17668362731290e+001°)
4.49829829829829e+004	(8.07129387726423e+001dB,9.17558973229011e+001°)
4.49969969969969e+004	(8.07045963397724e+001dB,9.17450590743535e+001°)
4.50110110110109e+004	(8.06962880373926e+001dB,9.17343202997065e+001°)
4.50250250250249e+004	(8.06880135779406e+001dB,9.17236797897630e+001°)
4.50390390390389e+004	(8.06797726770604e+001dB,9.17131363535721e+001°)
4.50530530530529e+004	(8.06715650535587e+001dB,9.17026888181026e+001°)
4.50670670670669e+004	(8.06633904293628e+001dB,9.16923360279199e+001°)
4.50810810810809e+004	(8.06552485294785e+001dB,9.16820768448742e+001°)
4.50950950950950e+004	(8.06471390819488e+001dB,9.16719101477891e+001°)
4.51091091091090e+004	(8.06390618178136e+001dB,9.16618348321627e+001°)
4.51231231231230e+004	(8.06310164710699e+001dB,9.16518498098708e+001°)
4.51371371371370e+004	(8.06230027786320e+001dB,9.16419540088786e+001°)
4.51511511511510e+004	(8.06150204802931e+001dB,9.16321463729564e+001°)
4.51651651651650e+004	(8.06070693186872e+001dB,9.16224258614008e+001°)
4.51791791791790e+004	(8.05991490392512e+001dB,9.16127914487662e+001°)
4.51931931931931e+004	(8.05912593901882e+001dB,9.16032421245945e+001°)
4.52072072072071e+004	(8.05834001224313e+001dB,9.15937768931568e+001°)
4.52212212212211e+004	(8.05755709896071e+001dB,9.15843947731944e+001°)
4.52352352352351e+004	(8.05677717480009e+001dB,9.15750947976722e+001°)
4.52492492492491e+004	(8.05600021565215e+001dB,9.15658760135294e+001°)
4.52632632632631e+004	(8.05522619766673e+001dB,9.15567374814411e+001°)
4.52772772772771e+004	(8.05445509724925e+001dB,9.15476782755805e+001°)
4.52912912912912e+004	(8.05368689105733e+001dB,9.15386974833902e+001°)
4.53053053053052e+004	(8.05292155599760e+001dB,9.15297942053519e+001°)
4.53193193193192e+004	(8.05215906922240e+001dB,9.15209675547680e+001°)
4.53333333333332e+004	(8.05139940812664e+001dB,9.15122166575409e+001°)
4.53473473473472e+004	(8.05064255034467e+001dB,9.15035406519617e+001°)
4.53613613613612e+004	(8.04988847374718e+001dB,9.14949386884990e+001°)
4.53753753753752e+004	(8.04913715643816e+001dB,9.14864099295946e+001°)
4.53893893893893e+004	(8.04838857675193e+001dB,9.14779535494628e+001°)
4.54034034034033e+004	(8.04764271325018e+001dB,9.14695687338925e+001°)
4.54174174174173e+004	(8.04689954471903e+001dB,9.14612546800533e+001°)
4.54314314314313e+004	(8.04615905016625e+001dB,9.14530105963062e+001°)
4.54454454454453e+004	(8.04542120881835e+001dB,9.14448357020180e+001°)
4.54594594594593e+004	(8.04468600011787e+001dB,9.14367292273788e+001°)
4.54734734734733e+004	(8.04395340372059e+001dB,9.14286904132214e+001°)
4.54874874874873e+004	(8.04322339949289e+001dB,9.14207185108491e+001°)
4.55015015015014e+004	(8.04249596750902e+001dB,9.14128127818592e+001°)
4.55155155155154e+004	(8.04177108804856e+001dB,9.14049724979780e+001°)
4.55295295295294e+004	(8.04104874159379e+001dB,9.13971969408932e+001°)
4.55435435435434e+004	(8.04032890882714e+001dB,9.13894854020915e+001°)
4.55575575575574e+004	(8.03961157062874e+001dB,9.13818371826989e+001°)
4.55715715715714e+004	(8.03889670807388e+001dB,9.13742515933260e+001°)
4.55855855855854e+004	(8.03818430243063e+001dB,9.13667279539116e+001°)
4.55995995995995e+004	(8.03747433515742e+001dB,9.13592655935754e+001°)
4.56136136136135e+004	(8.03676678790068e+001dB,9.13518638504661e+001°)
4.56276276276275e+004	(8.03606164249251e+001dB,9.13445220716208e+001°)
4.56416416416415e+004	(8.03535888094837e+001dB,9.13372396128194e+001°)
4.56556556556555e+004	(8.03465848546486e+001dB,9.13300158384469e+001°)
4.56696696696695e+004	(8.03396043841744e+001dB,9.13228501213542e+001°)
4.56836836836835e+004	(8.03326472235826e+001dB,9.13157418427263e+001°)
4.56976976976976e+004	(8.03257132001398e+001dB,9.13086903919467e+001°)
4.57117117117116e+004	(8.03188021428366e+001dB,9.13016951664716e+001°)
4.57257257257256e+004	(8.03119138823662e+001dB,9.12947555716991e+001°)
4.57397397397396e+004	(8.03050482511038e+001dB,9.12878710208467e+001°)
4.57537537537536e+004	(8.02982050830862e+001dB,9.12810409348278e+001°)
4.57677677677676e+004	(8.02913842139915e+001dB,9.12742647421306e+001°)
4.57817817817816e+004	(8.02845854811195e+001dB,9.12675418787006e+001°)
4.57957957957957e+004	(8.02778087233716e+001dB,9.12608717878243e+001°)
4.58098098098097e+004	(8.02710537812320e+001dB,9.12542539200154e+001°)
4.58238238238237e+004	(8.02643204967483e+001dB,9.12476877329018e+001°)
4.58378378378377e+004	(8.02576087135128e+001dB,9.12411726911178e+001°)
4.58518518518517e+004	(8.02509182766442e+001dB,9.12347082661929e+001°)
4.58658658658657e+004	(8.02442490327689e+001dB,9.12282939364496e+001°)
4.58798798798797e+004	(8.02376008300034e+001dB,9.12219291868955e+001°)
4.58938938938938e+004	(8.02309735179364e+001dB,9.12156135091232e+001°)
4.59079079079078e+004	(8.02243669476111e+001dB,9.12093464012101e+001°)
4.59219219219218e+004	(8.02177809715083e+001dB,9.12031273676175e+001°)
4.59359359359358e+004	(8.02112154435292e+001dB,9.11969559190962e+001°)
4.59499499499498e+004	(8.02046702189785e+001dB,9.11908315725894e+001°)
4.59639639639638e+004	(8.01981451545479e+001dB,9.11847538511401e+001°)
4.59779779779778e+004	(8.01916401083000e+001dB,9.11787222837984e+001°)
4.59919919919918e+004	(8.01851549396519e+001dB,9.11727364055319e+001°)
4.60060060060059e+004	(8.01786895093594e+001dB,9.11667957571368e+001°)
4.60200200200199e+004	(8.01722436795015e+001dB,9.11608998851498e+001°)
4.60340340340339e+004	(8.01658173134647e+001dB,9.11550483417641e+001°)
4.60480480480479e+004	(8.01594102759280e+001dB,9.11492406847433e+001°)
4.60620620620619e+004	(8.01530224328477e+001dB,9.11434764773399e+001°)
4.60760760760759e+004	(8.01466536514425e+001dB,9.11377552882135e+001°)
4.60900900900899e+004	(8.01403038001794e+001dB,9.11320766913506e+001°)
4.61041041041040e+004	(8.01339727487585e+001dB,9.11264402659873e+001°)
4.61181181181180e+004	(8.01276603680993e+001dB,9.11208455965302e+001°)
4.61321321321320e+004	(8.01213665303266e+001dB,9.11152922724819e+001°)
4.61461461461460e+004	(8.01150911087564e+001dB,9.11097798883661e+001°)
4.61601601601600e+004	(8.01088339778827e+001dB,9.11043080436537e+001°)
4.61741741741740e+004	(8.01025950133635e+001dB,9.10988763426909e+001°)
4.61881881881880e+004	(8.00963740920079e+001dB,9.10934843946296e+001°)
4.62022022022021e+004	(8.00901710917627e+001dB,9.10881318133555e+001°)
4.62162162162161e+004	(8.00839858916997e+001dB,9.10828182174218e+001°)
4.62302302302301e+004	(8.00778183720030e+001dB,9.10775432299796e+001°)
4.62442442442441e+004	(8.00716684139558e+001dB,9.10723064787138e+001°)
4.62582582582581e+004	(8.00655358999287e+001dB,9.10671075957766e+001°)
4.62722722722721e+004	(8.00594207133672e+001dB,9.10619462177240e+001°)
4.62862862862861e+004	(8.00533227387793e+001dB,9.10568219854528e+001°)
4.63003003003002e+004	(8.00472418617240e+001dB,9.10517345441383e+001°)
4.63143143143142e+004	(8.00411779687992e+001dB,9.10466835431743e+001°)
4.63283283283282e+004	(8.00351309476302e+001dB,9.10416686361122e+001°)
4.63423423423422e+004	(8.00291006868582e+001dB,9.10366894806025e+001°)
4.63563563563562e+004	(8.00230870761291e+001dB,9.10317457383367e+001°)
4.63703703703702e+004	(8.00170900060820e+001dB,9.10268370749914e+001°)
4.63843843843842e+004	(8.00111093683386e+001dB,9.10219631601700e+001°)
4.63983983983982e+004	(8.00051450554919e+001dB,9.10171236673499e+001°)
4.64124124124123e+004	(7.99991969610958e+001dB,9.10123182738269e+001°)
4.64264264264263e+004	(7.99932649796542e+001dB,9.10075466606624e+001°)
4.64404404404403e+004	(7.99873490066108e+001dB,9.10028085126306e+001°)
4.64544544544543e+004	(7.99814489383385e+001dB,9.09981035181670e+001°)
4.64684684684683e+004	(7.99755646721296e+001dB,9.09934313693171e+001°)
4.64824824824823e+004	(7.99696961061853e+001dB,9.09887917616880e+001°)
4.64964964964963e+004	(7.99638431396060e+001dB,9.09841843943969e+001°)
4.65105105105104e+004	(7.99580056723813e+001dB,9.09796089700247e+001°)
4.65245245245244e+004	(7.99521836053808e+001dB,9.09750651945674e+001°)
4.65385385385384e+004	(7.99463768403439e+001dB,9.09705527773891e+001°)
4.65525525525524e+004	(7.99405852798709e+001dB,9.09660714311768e+001°)
4.65665665665664e+004	(7.99348088274132e+001dB,9.09616208718941e+001°)
4.65805805805804e+004	(7.99290473872646e+001dB,9.09572008187365e+001°)
4.65945945945944e+004	(7.99233008645519e+001dB,9.09528109940888e+001°)
4.66086086086085e+004	(7.99175691652259e+001dB,9.09484511234799e+001°)
4.66226226226225e+004	(7.99118521960530e+001dB,9.09441209355416e+001°)
4.66366366366365e+004	(7.99061498646059e+001dB,9.09398201619667e+001°)
4.66506506506505e+004	(7.99004620792551e+001dB,9.09355485374665e+001°)
4.66646646646645e+004	(7.98947887491608e+001dB,9.09313057997316e+001°)
4.66786786786785e+004	(7.98891297842640e+001dB,9.09270916893912e+001°)
4.66926926926925e+004	(7.98834850952784e+001dB,9.09229059499738e+001°)
4.67067067067066e+004	(7.98778545936822e+001dB,9.09187483278693e+001°)
4.67207207207206e+004	(7.98722381917100e+001dB,9.09146185722889e+001°)
4.67347347347346e+004	(7.98666358023449e+001dB,9.09105164352297e+001°)
